service_name,category_tree
Calco Alginato Corpo,CORPO
Presso+ Bendaggio Drenante Salino,CORPO
Bendaggi Drenanti Salini,CORPO
Presso+Bendaggio Riducente Fosfatidilcolina,CORPO
Bendaggi Riducenti Fosfatidilcolina,CORPO
Presso+Bendaggio Tonificante Centella,CORPO
Bendaggii Tonificanti Centella,CORPO
Radiofrequenza Corpo,CORPO
Impacco Nutriente Corpo,CORPO
Elettroporatore Corpo,CORPO
Presso+Fangoterapia,CORPO
Fangoterapia,CORPO
Dermo Tonic,CORPO
Dermo Cell,CORPO
Dermo Lipo,CORPO
Dermo Drein,CORPO
Peeling Corpo Glicolico,CORPO
Scrub Corpo,CORPO
Slim Up Drain,CORPO
Pulizia Schiena,CORPO
Slim Up Mass+Tone,CORPO
Diodo Glutei,DIODO
Diodo Mezza Gamba,DIODO
Diodo Schiena Totale,DIODO
Diodo Schiena Parziale,DIODO
Diodo Addome,DIODO
Diodo Petto,DIODO
Diodo Gambe,DIODO
Diodo Cosce,DIODO
Diodo Mezzo Braccia,DIODO
Diodo Braccia,DIODO
Diodo Inguine Totale,DIODO
Diodo Inguine Brasiliano,DIODO
Diodo Ascelle,DIODO
Diodo Viso Completo,DIODO
Diodo Basette,DIODO
Diodo Mento,DIODO
Diodo Labiale,DIODO
Skins Sopracciglia,EPILAZIONE
Skins Viso,EPILAZIONE
Skin Uomo Schiena Fascia Bassa ,EPILAZIONE
Skin Uomo Schiena,EPILAZIONE
Skin Uomo Gambe,EPILAZIONE
Skin Uomo Mezza Gamba,EPILAZIONE
Skin Uomo Braccia,EPILAZIONE
Skin Uomo Petto+Addome,EPILAZIONE
Skin Dita Mani/Piedi,EPILAZIONE
Skin Avambracci,EPILAZIONE
Skin Addome,EPILAZIONE
Skin Spalle,EPILAZIONE
Skin Guance,EPILAZIONE
Skin Uomo Petto,EPILAZIONE
Skin Labiale,EPILAZIONE
Skin Inguine Totale,EPILAZIONE
Skin Inguine Brasiliano,EPILAZIONE
Skin Inguine,EPILAZIONE
Skin Glutei,EPILAZIONE
Skin Gambe,EPILAZIONE
Skin Braccia,EPILAZIONE
Skin Ascelle,EPILAZIONE
Skin Mento,EPILAZIONE
Skin Mezza Gamba,EPILAZIONE
Cera Inguine Totale,EPILAZIONE
Cera Mezza Gamba+Inguine,EPILAZIONE
Cera Glutei,EPILAZIONE
Sopracciglia,EPILAZIONE
Cera Labiale,EPILAZIONE
Cera Mezza Gamba,EPILAZIONE
Cera Viso,EPILAZIONE
Cera Schiena,EPILAZIONE
Cera Petto,EPILAZIONE
Cera Petto+Addome,EPILAZIONE
Cera Ascelle,EPILAZIONE
Cera Braccia,EPILAZIONE
Cera Inguine,EPILAZIONE
Cera Gambe,EPILAZIONE
"Cera Intera Gambe, Inguine Totale",EPILAZIONE
"Cera Intera Gambe, Inguine",EPILAZIONE
Tratt. L.P. Couperose,IPL
Foto-Ringiovanimento,IPL
L.P. 1/2 Gamba+Inguine,IPL
L.P. Inestetismi Cutanei,IPL
L.P. Linea Alba,IPL
L.P. Intera+Inguine,IPL
L.P. 1/2 Gamba,IPL
L.P. Torace,IPL
L.P. Gambe,IPL
L.P.  Schiena,IPL
L.P.  Inguine,IPL
L.P. Ascelle,IPL
L.P.  Braccia,IPL
L.P. Viso,IPL
L.P.  Mento,IPL
L.P. Glutei,IPL
L.P. Labbro Superiore,IPL
Massaggio Maori,MASSAGGI
Massaggio Lomi Lomi,MASSAGGI
Massaggio Sportivo,MASSAGGI
Savonage,MASSAGGI
Massaggio 30min,MASSAGGI
M. Ayurvedico 90min.,MASSAGGI
Massaggio di Coppia 30min.,PERCORSI BENESSERE E SPA
Massaggio Emo-Linfatico,MASSAGGI
Massaggio Decontratturante,MASSAGGI
Massaggio di Coppia 1h,PERCORSI BENESSERE E SPA
Candle Massage,MASSAGGI
Massaggio al Pindasweda,MASSAGGI
Massaggio Salino,MASSAGGI
Massaggio Circolatorio,MASSAGGI
Massaggio Stone,MASSAGGI
Massaggio con Oli Caldi,MASSAGGI
Massaggio Ayurvedico,MASSAGGI
Massaggio Cervicale,MASSAGGI
Cranio Sacrale Parziale,MASSAGGI
Massaggio Connettivale,MASSAGGI
Riflessologia Plantare 30min.,MASSAGGI
Riflessologia Plantare,MASSAGGI
Massaggio Antistress,MASSAGGI
Massaggio Anticellulite,MASSAGGI
Linfodrenaggio Dr. Vooder,MASSAGGI
Pedicure Estetico+Semipermanente,NAILS
Ricostruzione Cartine,NAILS
Copertura Unghi Naturali,NAILS
Acrigel,NAILS
Ritocco Gel,NAILS
Ritocco Gel French,NAILS
Trattamento IBX,NAILS
Pedicure SUP+Semipermanente,NAILS
Manicure+Semipermanente,NAILS
Smontaggio Semi+Mani,NAILS
Tratt. Mani,NAILS
Bendaggio Piedi,NAILS
Semipermanente Piedi,NAILS
Tratt. Mani Anti-Age,NAILS
Smontaggio+Semipermanente,NAILS
Semipermanente Mani,NAILS
Smontaggio Semipermanentee,NAILS
Manicure Rapid+Semipermanente,NAILS
Smontaggio Gel,NAILS
Scrub Piedi,NAILS
Ricostruzione Piedi Gel con French,NAILS
Ricostruzione di un Unghia,NAILS
French Manicure,NAILS
French Pedicure,NAILS
Cambio Smalto,NAILS
Copertura Piedi in Gel,NAILS
Ricostruzione Piedi in Gel,NAILS
Ricostruzione Unghie Gel con French,NAILS
Manicure,NAILS
Pedicure Superiore,NAILS
Pedicure Estetico,NAILS
Smart Box,VARIE
Doccia Abbrozzante Corpo,SOLARIUM
Cryomassage Anticellulite,THALATEPEE
Massaggio Thalatepee,THALATEPEE
Sudario da 2 a 8 persone,THALATEPEE
Sudarium Singolo,THALATEPEE
Bania Russa da 2 a 8 persone,THALATEPEE
Bania Russa Singolo,THALATEPEE
Percorso Luna-Sole da 3 a 8+1,THALATEPEE
Percorso Luna-Sole 2+1,THALATEPEE
Percorso Luna-Sole 1+1,THALATEPEE
Trattamento Thalasso Alghe e Limi Marini 1+1,THALATEPEE
Trattamento con i Fanghi da 3 a 8 Persone,THALATEPEE
Trattamento con i Fanghi 1+1,THALATEPEE
Trattamento Thalasso e Alghe Marine 1+1,THALATEPEE
Rito dell'Hammam da 3 a 8 Persone,THALATEPEE
Rito dell'Hammam 2+1,THALATEPEE
Rito dell'Hammam 1+1,THALATEPEE
Dervisci S Massage,MASSAGGI
Sauna Singola,THALATEPEE
Bagno Turco da 2 a 8 Persone,THALATEPEE
Bagno Turco Singolo,THALATEPEE
Percorso Termale da 3 a 8 Persone,THALATEPEE
Percorso Termale 1+1,THALATEPEE
Doccia Viky-Doccia Filiforme,THALATEPEE
Massaggio ad Acqua,THALATEPEE
Ceck-Up con Slim-Up Station,VARIE
Radio-Frequenza Viso+Lipo,VISO
Carbon Mask,VISO
Laminazione Sopracciglia,VISO
Needling Labbra,VISO
Laminazione Ciglia,VISO
Needling,VISO
Endermologie Viso 30min,VISO
Endermologie Viso 45min,VISO
Neriva Tratt. VIP,VISO
Connettivale Viso,VISO
Pulizia Viso Doppi Acidi,VISO
Neriva Tratt. Helix,VISO
Microdermoabrasione,VISO
Elettroportatore Viso,VISO
Radio-Frequenza Viso,VISO
Neriva Tratt. Bioessenza,VISO
Tratt. Smart Labbra Occhi,VISO
Trattamento 7 Acidi,VISO
Tratt. Viso X2 30min.,VISO
Neriva Tratt. Biocosmeceutico,VISO
Neriva Tratt. Eclairage,VISO
Linfodrenaggio Viso,VISO
Tintura Sopracciglia,VISO
Pulizia Viso,VISO
WONDERBODY,CORPO
ZONA RELAX  1h,PERCORSI BENESSERE E SPA
ZONA RELAX 30Mmin,PERCORSI BENESSERE E SPA
VISO RELAX DI COPPIA,PERCORSI BENESSERE E SPA
Cera Gambe Uomo,EPILAZIONE
Cera Braccia Uomo,EPILAZIONE
Cera Torace Uomo,EPILAZIONE
Rapid Mani,NAILS
Rapid Piedi,NAILS
Trattamento Piedi Sublimi,NAILS
Manicure ,Mani
Shampoo ,Non Prenotabili
Taglio ,Non Prenotabili
Piega Power Brush ,Non Prenotabili
Piega con servizi tecnici ,Non Prenotabili
App Ritocco Colore ,Non Prenotabili
App Colore Completo ,Non Prenotabili
App Meches Completo ,Non Prenotabili
App Balayage,Non Prenotabili
App Degradè,Non Prenotabili
App Permanente ,Non Prenotabili
App Riflessante ,Non Prenotabili
App The First - Capelli Medi,Non Prenotabili
Asciugatura per Keratina ,Non Prenotabili
Tonalizzante ,Non Prenotabili
Trattamento,Non Prenotabili
Ricostruzione ,Non Prenotabili
Trat Pulizia Cute ,Non Prenotabili
PIEGA - Power Brush da,Senza Taglio
LISCIO Bioplasty  da,Senza Taglio
LISCIO Naturale da,Senza Taglio
App The First Anticrespo,Non Prenotabili
ANTICRESPO da,Senza Taglio
PIEGA - Colour Styling da,Senza Taglio
PIEGA - Hydra Styling da,Senza Taglio
PIEGA - Smooth Styling da,Senza Taglio
Manicure Russa + Smalto semipermanente,Manicure/Pedicure
Pedicure profondo,Manicure/Pedicure
Pedicure estetico + Semipermanente,Manicure/Pedicure
Pedicure profondo + Smalto semipermanente,Manicure/Pedicure
Labbro Superiore,Ceretta
Laser Gambe Intere,Trattamento Epilazione Laser Donna
Laser Metà Gambe Inferiore,Trattamento Epilazione Laser Donna
Laser Gambe,Trattamento Epilazione Laser Uomo
Laser Deltoidi,Trattamento Epilazione Laser Uomo
Laser Ascelle,Trattamento Epilazione Laser Uomo
Laser Braccia,Trattamento Epilazione Laser Uomo
Laser Petto,Trattamento Epilazione Laser Uomo
Laser Addome,Trattamento Epilazione Laser Uomo
Laser Petto + Addome,Trattamento Epilazione Laser Uomo
Laser Spalle,Trattamento Epilazione Laser Uomo
Laser Schiena ,Trattamento Epilazione Laser Uomo
Laser Glutei,Trattamento Epilazione Laser Uomo
Consulenza Viso,Consulenza
Consulenza Corpo,Consulenza
Consulenza Trattamento di Epilazione Laser,Consulenza
 Labbra + narici,Ceretta
 Sopracciglia + labbra,Ceretta
 Viso,Ceretta
 Sopracciglia,Ceretta
 Sopracciglia pinzetta,Ceretta
 Gambe inguine integrale ascelle,Ceretta
 Gambe ing parz ascelle braccia,Ceretta
 Gambe inguine integrale ascelle braccia,Ceretta
 Ascelle,Ceretta
Inguine parziale,Ceretta
Inguine Integrale,Ceretta
Braccia,Ceretta
Glutei,Ceretta
Metà gamba inferiore,Ceretta
Gambe,Ceretta
Schiena,Ceretta Uomo
Gambe,Ceretta Uomo
Collo,Ceretta Uomo
Braccia,Ceretta Uomo
Glutei,Ceretta Uomo
Deltoide,Ceretta Uomo
Petto e addome,Ceretta Uomo
Pulizia viso profonda rigenerante con tecnologia NOVITA',Trattamenti viso
Skin booster trattamento antiage purificante  esfoliante NOVITA',Trattamenti viso
Pulizia viso ultrasuoni con spatola,Trattamenti viso
Pulizia viso basic,Trattamenti viso
Radiofrequenza viso con fiala,Trattamenti viso
Detox + presso 30,Trattamenti Corpo
Scrub corpo + massaggio al burro nutriente,Trattamenti Corpo
"Massaggio GAG  anticellulite(Gambe, Addome, Glutei)",Trattamenti Corpo
Massaggio Total Body Relax,Trattamenti Corpo
Massaggio Schiena- collo decontratturante,Trattamenti Corpo
Pressodrenaggio con infrarosso + sblocco drenante,Trattamenti Corpo
Presso drenaggio con infrarosso + sblocco drenante+ bendaggio,Trattamenti Corpo
Lipolaser 30 con massaggio,Trattamenti Corpo
Lipolaser + pressodrenaggio,Trattamenti Corpo
Lipolaser 30 + body tone 30,Trattamenti Corpo
Body tone 45,Trattamenti Corpo
Body tone 30,Trattamenti Corpo
Lipo active+ massaggio,Trattamenti Corpo
Laser total body donna,Trattamento Epilazione Laser Donna
Laser total body maxi,Trattamento Epilazione Laser Uomo
Laser Inguine integrale+ perianale,Trattamento Epilazione Laser Donna
Laser Inguine parziale + perianale,Trattamento Epilazione Laser Donna
Laser Inguine parziale,Trattamento Epilazione Laser Donna
Laser Baffetto,Trattamento Epilazione Laser Donna
Laser Viso Completo,Trattamento Epilazione Laser Donna
Laser Sopracciglia,Trattamento Epilazione Laser Donna
Laser Mento Esteso,Trattamento Epilazione Laser Donna
Laser Ascelle,Trattamento Epilazione Laser Donna
Laser Glutei,Trattamento Epilazione Laser Donna
Laser Mani-piedi ,Trattamento Epilazione Laser Donna
Laser Areola + seno,Trattamento Epilazione Laser Donna
Laser Linea alba ,Trattamento Epilazione Laser Donna
Laser Addome,Trattamento Epilazione Laser Donna
Laser Braccia,Trattamento Epilazione Laser Donna
Laser total body uomo,Trattamento Epilazione Laser Uomo
Laser zona lombare,Trattamento Epilazione Laser Uomo
Laser collo dietro,Trattamento Epilazione Laser Uomo
Laser barba,Trattamento Epilazione Laser Uomo
Lombare,Ceretta
Cosce,Ceretta
Brasil intimo integrale,Ceretta
Brasil ascelle,""
Ultrasuoni con massaggio,Trattamenti Corpo
Body active ,Trattamenti Corpo
Pressodrenaggio con crema,Trattamenti Corpo
laser orecchie,Trattamento Epilazione Laser Uomo
PROMO,""
PROMO 90 MIN,""
DREAM RITUAL ,Trattamenti Corpo
Lipolaser 45 ,Trattamenti Corpo
Liposhock,Trattamenti Corpo
Pessodrenaggio lipo shock + gel alghe,Trattamenti Corpo
Semi rinforzato monocolore VIP,MANICURE
Semi Rinforzato Monocolore + Manicure,MANICURE
Ricostruzione unghie onicofagica lunghezza corta ,MANICURE
Copertura gel,MANICURE
Refil copertura gel ,MANICURE
Manicure,MANICURE
Rimozione + strato base rubber  manicure SPA,MANICURE
French e baby boomer ,MANICURE
Riparazione unghia singola,MANICURE
Rimozione lavoro altro operatore ,""
Ricostruzione unghie gel lunghezza corta 5 mm,""
Refill ricostruzione corta,""
Ricostruzione unghie lunghe,""
Refill ricostruzione unghie lunghe ,""
Manicure SPA,""
Manicure + smalto classico,Manicure
Manicure Spa + smalto classico,Manicure
Smalto semipermanente classico,Manicure
Smalto Semipermanente Rinforzato,Manicure
Copertura in Gel \ Acrigel,Manicure
Ricostruzione Gel \ Acrigel,Manicure
Ricostruzione per unghia,Manicure
Pedicure estetico + Smalto classico,Pedicure
Pedicure Spa\Curativo +smalto classico,Pedicure
Smalto semipermanente Classico,Pedicure
Copertura in Gel \ Acrigel,Pedicure
Ricostruzione per unghia,Pedicure
Limatura + Taglio Unghie,Pedicure
Sopracciglia,Epilazione
Labbro Superiore,Epilazione
Gambe intere,Epilazione
Inguine Bikini,Epilazione
Inguine Integrale,Epilazione
Metà braccio,Epilazione
Braccia,Epilazione
Metà gamba inferiore,Epilazione
Metà gamba superiore,Epilazione
Ascelle,Epilazione
Spalla,Epilazione
Petto,Epilazione
Total Body,Epilazione
Pulizia viso,Trattamenti viso
Trattamento per pelli impure,Trattamenti viso
Trattamento Anti-age,Trattamenti viso
Trattamento Acido Glicolico,Trattamenti viso
Trattamento rassodante lifting,Trattamenti viso
Terapia Thailandese,Trattamenti viso
Esfoliante Corpo ,Trattamenti Corpo
Trattanento Anti-Cellulite,Trattamenti Corpo
Trattamento Lipo-Riducente,Trattamenti Corpo
Trattamento Drenante,Trattamenti Corpo
Trattamento Drenante e Detossinante,Trattamenti Corpo
Trattamento Anti-Cellulite e Lipo-Riducente,Trattamenti Corpo
Trattamento Idratante e Rassodante,Trattamenti Corpo
Golden Hands Massage,Massaggio
Relax Massage,Massaggio
Massaggio al Mosto d'Uva,Massaggio
Massaggio al Cioccolato,Massaggio
Massaggio al Miele e Latte di Riso,Massaggio
Massaggio 4 mani ,Massaggio
Massaggio di Coppia 8 mani,Massaggio
Cupping Massage,Massaggio
Bamboo Massage,Massaggio
Stone Massage,Massaggio
Thai Massage ,Massaggio
Massaggio Ayurvedico,Massaggio
Riflessologia Mani,Riflessologia
Riflessologia Piedi,Riflessologia
Make up Correttivo,Make-Up
Make up Fotografico,Make-Up
Make Up Teatrale,Make-Up
Make Up Sposa (3 prove + pulizia viso),Make-Up
Pacchetto Estetico Basic (4 SEDUTE: manicure+pedicure+trattamento viso+trattamento corpo),""
Pacchetto Estetico Basic + semipermanente mani e piedi,""
Pacchetto Estetico Vip (7 SEDUTE: 2 trattamenti viso+4 trattamenti corpo+ 1 OMAGGIO A SCELTA),""
Impianto One to One,Extension Ciglia
Impianto Volume,Extension Ciglia
Refill Extension Ciglia,Extension Ciglia
Trattamento Shatsu,Massaggio
Limatura + Taglio Unghie,Manicure
Applicazione Smalto ,Manicure
Rimozione Semipermanente,Manicure
Rimozione Gel,Manicure
Riparazione unghia,Manicure
Applicazione Smalto,Pedicure
Rimozione Semipermanente,Pedicure
Rimozione Gel/Acrigel,Pedicure
Riparazione unghia,Pedicure
Pedicure estetico + Semipermanente,Pedicure
Pedicure Spa\Curativo + Semipermanente,Pedicure
Radio-Frequenza Corpo+Lipo,CORPO
THERMA FIT TOTAL BODY,CORPO
THERMAFIT CORPO ,CORPO
Trattamento Tonificante Seno,CORPO
Tratt. Smart Braccia,CORPO
Calco Alginato Corpo,CORPO
Presso+Bendaggio Drenante Salino,CORPO
Bendaggi Drenanti Salini,CORPO
Presso+Bendaggio Riducente Fosfatidilcolina,CORPO
Bendaggi Riducenti Fosfatidicolina,CORPO
Presso+Bendaggio Tonificante Centella,CORPO
Bendaggi Tonificanti Centella,CORPO
Radio-Frequenza Corpo,CORPO
Impacco Nutriente Corpo,CORPO
Elettroporatore Corpo,CORPO
Presso+Fangoterapia,CORPO
Fangoterapia,CORPO
Dermo Tonic,CORPO
Dermo Cell,CORPO
Dermo Lipo,CORPO
Dermo Drein,CORPO
Peeling Corpo Glicolico,CORPO
Scrub Corpo,CORPO
Slim Up Drain,CORPO
Pulizia Schiena,CORPO
Slim Up Mass+Tone,CORPO
Four Shape 30min,CORPO
Four Shape,CORPO
Diodo Glutei,DIODO
Diodo Mezza Gamba,DIODO
Diodo Schiena Totale,DIODO
Diodo Schiena Parziale,DIODO
Diodo Addome,DIODO
Diodo Petto,DIODO
Diodo Gambe,DIODO
Diodo Cosce,DIODO
Diodo Mezzo Braccia,DIODO
Diodo Braccia,DIODO
Diodo Inguine Totale,DIODO
Diodo Inguine Brasiliano,DIODO
Diodo Ascelle,DIODO
Diodo Viso Completo,DIODO
Diodo Basette,DIODO
Diodo Mento,DIODO
Diodo Labiale,DIODO
Skins Sopracciglia,EPILAZIONE
Skins Viso,EPILAZIONE
Skin Uomo Schiena Fascia Bassa,EPILAZIONE
Skin Uomo Schiena,EPILAZIONE
Skin Uomo Gambe,EPILAZIONE
Skin Uomo Mezza Gamba,EPILAZIONE
Skin Uomo Braccia,EPILAZIONE
Skin Uomo Petto+Addome,EPILAZIONE
Skin Dita Mani/Piedi,EPILAZIONE
Skin Avambracci,EPILAZIONE
Skin Addome,EPILAZIONE
Skin Spalle,EPILAZIONE
Skin Guance,EPILAZIONE
Skin Uomo Petto,EPILAZIONE
Skin Labiale,EPILAZIONE
Skin Inguine Totale,EPILAZIONE
Skin Inguine Brasiliano,EPILAZIONE
Skin Inguine,EPILAZIONE
Skin Glutei,EPILAZIONE
Skin Gambe,EPILAZIONE
Skin Braccia,EPILAZIONE
Skin Ascelle,EPILAZIONE
Skin Mento,EPILAZIONE
Skin Mezza Gamba,EPILAZIONE
Cera Inguine Totale,EPILAZIONE
Cera Mezza Gamba+Inguine,EPILAZIONE
Cera Glutei,EPILAZIONE
Sopracciglia,EPILAZIONE
Cera Labiale,EPILAZIONE
Cera Mezza Gamba,EPILAZIONE
Cera Viso,EPILAZIONE
Cera Schiena,EPILAZIONE
Cera Petto,EPILAZIONE
Cera Petto+Addome,EPILAZIONE
Cera Ascelle,EPILAZIONE
Cera Braccia,EPILAZIONE
Cera Inguine,EPILAZIONE
Cera Gambe,EPILAZIONE
"Cera Intera Gambe, Inguine Totale",EPILAZIONE
"Cera Intera Gambe, Inguine ",EPILAZIONE
Tratt. L.P. Couperose,IPL
Fotoringiovanimento,IPL
L.P. 1/2 Gamba+Inguine,IPL
L.P. Inestetismi Cutanei,IPL
L.P. Linea Alba,IPL
L.P. Intera+Inguine,IPL
L.P. 1/2 Gamba,IPL
L.P. Torace,IPL
L.P. Gambe,IPL
L.P. Schiena,IPL
L.P. Inguine,IPL
L.P. Ascelle,IPL
L.P. Braccia,IPL
L.P. Viso,IPL
L.P. Mento,IPL
L.P. Glutei,IPL
L.P. Labbro Superiore,IPL
Massaggio Maori,MASSAGGI
Massaggio Lomi Lomi,MASSAGGI
Massaggio Sportivo,MASSAGGI
Savonage,MASSAGGI
Massaggio 30min.,MASSAGGI
M. Ayurvedico 90 min.,MASSAGGI
Massaggio di Coppia 30min.,MASSAGGI
Massaggio Emo-Linfatico,MASSAGGI
Massaggio Decontratturante,MASSAGGI
Massaggio di Coppia,MASSAGGI
Candle Massage,MASSAGGI
Massaggio al Pindasweda,MASSAGGI
Massaggio Salino,MASSAGGI
Massaggio Circolatorio,MASSAGGI
Massaggio Stone,MASSAGGI
Massaggio con  Oli Caldi,MASSAGGI
Massaggio Ayurvedico,MASSAGGI
Massaggio Cervicale,MASSAGGI
Cranio Sacrale Parziale,MASSAGGI
Massaggio Connettivale,MASSAGGI
Riflessologia Plantare 30min.,MASSAGGI
Riflessologia Plantare,MASSAGGI
Massaggio Antistress,MASSAGGI
Massaggio Anticellulite,MASSAGGI
Linfodrenaggio Dr. Vooder,MASSAGGI
Pedicure Estetico+Semipermanente,NAILS
Ricostruzione Cartine,NAILS
Copertura Unghie Naturali,NAILS
Acrilgel,NAILS
Ritocco Gel,NAILS
Ritocco Gel French,NAILS
Trattamento IBX,NAILS
Pedicure SUP+Semipermanente,NAILS
Manicure+Semipermanente,NAILS
Smontaggio Semi+Mani,NAILS
Tratt. Mani,NAILS
Bendaggio Piedi,NAILS
Semipermanente Piedi,NAILS
Tratt. Mani Anti-Age,NAILS
Smontaggio+Semipermanentee,MASSAGGI
Semipermanente Mani,NAILS
Smontaggio Semipermanente,NAILS
Manicure Rapid+Semipermanente,NAILS
Smontaggio Gel,NAILS
Scrub Piedi,NAILS
Ricostruzione Piedi Gel con French,NAILS
Ricostruzione di un Unghia,NAILS
French Manicure,NAILS
French Pedicure,NAILS
Cambio Smalto,NAILS
Copertura Piedi in Gel,NAILS
Ricostruzione  Piedi in Gel,NAILS
Ricostruzione Unghie Gel con French,NAILS
Manicure,NAILS
Pedicure Superiore,NAILS
Pedicure Estetico,NAILS
Smart Box,VARIE
Radio-Frequenza Viso+Lipo,VISO
Carbon Mask,VISO
Laminazione Sopracciglia,VISO
Needling Labbra ,VISO
Laminazione Ciglia,VISO
Needling,VISO
Neriva Tratt. VIP,VISO
Connettivale Viso,VISO
Pulizia Viso Doppi Acidi,VISO
Neriva Tratt. Helix,VISO
Microdermoabrasione,VISO
Elettroporatore Viso,VISO
Radio-Frequenza Viso,VISO
Neriva Tratt. Bioessenza,VISO
Tratt. Smart Labbra Occhi,VISO
Trattamento 7 Acidi,VISO
Tratt. Viso X2 30min.,VISO
Neriva Tratt. Biocosmeceutico,VISO
Neriva Tratt. Eclairage,VISO
0.2 Terapia Ialuronico,VISO
Linfodrenaggio Viso,VISO
Tintura Sopracciglia,VISO
Pulizia Viso,VISO
Four Shape Viso,VISO
Smontaggio+Semipermanente,NAILS
WONDER BODY,MASSAGGI
MICROBLADING ,VISO
PMU LABBRA ,""
RITOCCO MICROBLADING,""
RITOCCO PMU LABBRA,""
BAGNO DI ALGHE,THALAXOTERM
BAGNO DI FANGO ,THALAXOTERM
B. VAPORE CELLULITE EDEMATOSA,THALAXOTERM
B. VAPORE CELLULITE COMPATTA,THALAXOTERM
PEELING PREPARATORIO ,""
HAMMAM,THALAXOTERM
TRATTAMENTO DIMAGRANTE DELICATO O INTENSIVO,THALAXOTERM
TRATTAMENTO TERME ROMANE,""
HIDROSLIM ,""
BAGNO DI VINO ,THALAXOTERM
PERCORSO KNEIPE,THALAXOTERM
FIENOTERAPIA ,THALAXOTERM
TRATTAMENTO SLIM SOFT,THALAXOTERM
TRATTAMENTO SLIM STRONG ,""
PULIZIA VISO CON ULTRASUONI,VISO
OSSIGENO TERAPIA,VISO
THERMAFIT VISO,VISO
THERMA FIT LOCALIZZATO,""
THERMA FIT VISO SMART ,""
EPILAZIONE FILO ARABO LABIALE,EPILAZIONE
EPILAZIONE FILO ARABO SOPRACCIGLIA,""
Cera Gambe Uomo,EPILAZIONE
Cera Braccia Uomo,EPILAZIONE
Cera Torace Uomo,EPILAZIONE
LIPOLASER LOCALIZZATO ,CORPO
LIPOLASER,CORPO
PRESSOTERAPIA,""
DIODO TOTAL BODY,DIODO
Rapid Mani,NAILS
Rapid Piedi,NAILS
Trattamento Piedi Sublimi,NAILS
VARIE,""
Manicure dry senza smalto,Manicure
Manicure dry con smalto classico,Manicure
Manicure dry+ Smalto semipermanente HD monocolore,Manicure
Manicure dry + refill semipermanente HD monocolore,Manicure
Rimozione semi HD + manicure dry,Manicure
Manicure dry + copertura gel monocolore,Manicure
Ricostruzione corta monocolore,Manicure
Ricostruzione media monocolore,Manicure
Ricostruzione estrema monocolore,Manicure
Refill gel corto monocolore,Manicure
Refill gel media/estrema monocolore,Manicure
Rimozione gel,Manicure
Ricostruzione singola unghia,Manicure
Nailart semplice a dito,Manicure
Nailart complessa a dito,Manicure
Nailart cartoon/disegno a dito,Manicure
Pedicure estetico,Pedicure
Pedicure spa 2.0,Pedicure
Pedicure estetico + semipermanente,Pedicure
Pedicure spa 2.0 + semipermanente ,Pedicure
Ricostruzione dell'alluce,Pedicure
Laminazione Ciglia,Ciglia
Laminazione Sopracciglia,Ciglia
Laminazione Ciglia + Sopracciglia,Ciglia
Consulenza Sposa Manicure,Manicure
Trattamento personalizzato epurà + piega,Capelli - Stilistico
Taglio personalizzato donna,Capelli - Stilistico
Taglio bimbi,Capelli - Stilistico
Colore base,Capelli - Tecnico
Colore base + lunghezze,Capelli - Tecnico
Tone,Capelli - Tecnico
Gessatura,Capelli - Tecnico
Ricci Capricci,Capelli - Tecnico
Reshape ondulazione temporanea,Capelli - Tecnico
Meches,Capelli - Tecnico
Meches rainbow ,Capelli - Tecnico
Hair botox,Capelli - Benessere e Bellezza
Trattamento ristrutturante alla cheratina + kit a casa,Capelli - Benessere e Bellezza
Consulenza sposa acconciatura,Capelli - Stilistico
Pedicure estetico + ricostruzione alluce + semipermanente ,Pedicure
Man Manicure,Manicure
Man pedicure - taglio unghie,""
Ceretta mezza gamba,Epilazione viso/corpo
Ceretta gambe completa,Epilazione viso/corpo
Ceretta inguine parziale,Epilazione viso/corpo
Ceretta inguine totale,Epilazione viso/corpo
Ceretta mezze braccia,Epilazione viso/corpo
Ceretta braccia intere,""
Ceretta ascelle,Epilazione viso/corpo
Baffetti,Epilazione viso/corpo
Mento,Epilazione viso/corpo
Sopracciglia,Epilazione viso/corpo
Gamba intera + inguine totale,Epilazione viso/corpo
Sopracciglia + baffetti + mento,Epilazione viso/corpo
Ceretta total body + total viso,Epilazione viso/corpo
Massaggio rilassante total 60 minuti,Massaggi
Pulizia viso,Trattamenti viso
Ceretta uomo petto,Epilazione viso/corpo
Ceretta uomo schiena,Epilazione viso/corpo
Ceretta brasiliana uomo petto,Epilazione viso/corpo
Ceretta brasiliana uomo schiena,Epilazione viso/corpo
Ceretta brasiliana inguine totale,Epilazione viso/corpo
Ceretta brasiliana gamba intera + inguine totale,Epilazione viso/corpo
Semipermanente classico monocolore + manicure ,Manicure
Rimozione semipermanente classico con soluzione ,Manicure
Pressoterapia 30 minuti,Massaggi
Scrub corpo 30 minuti,Massaggi
Pulizia viso con ossigenoterapia,Trattamenti viso
Ossigenoterapia con acido ialuronico,Trattamenti viso
Massaggio linfodrenante 1ora,Massaggi
Consulenza trattamenti estetici,Massaggi
Piega,Capelli - Stilistico
Taglio personalizzato uomo,Capelli - Stilistico
Manicure no smalto,Manicure
Manicure + smalto classico,Manicure
Smalto semipermanente,Manicure
Ricostruzione monocolore ,Manicure
